Date_of_report,Date_of_statistic_reported,Security_region_code,Security_region_name,Total_cases_reported,Total_deceased_reported,Total_new_infected_locations_reported,Total_infected_locations_reported
7/2/2021 10:00,6/22/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/23/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/24/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/25/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/26/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/27/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/28/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/29/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/30/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,7/1/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,7/2/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,7/1/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/2/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/3/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/4/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/5/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/6/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/7/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/8/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/9/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/10/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/11/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/12/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/13/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/14/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/15/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/16/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/17/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/18/2020,VR02,Fryslân,0,0,0,0
7/2/2021 10:00,7/19/2020,VR02,Fryslân,0,0,0,0
